x,y,category
-0.416,1.248,1
-0.308,0.708,0
-1.136,-0.688,0
-0.48,0.512,0
0.964,-1.52,1
1.196,1.804,1
-1.32,-0.948,0
1.828,0.272,0
-1.664,-0.456,0
1.444,1.172,1
0.464,0.332,1
-0.952,0.552,0
0.344,-0.652,0
-0.896,-0.292,1
1.436,-0.512,1
1.144,1.592,1
-0.808,-0.516,1
-0.164,1.88,1
-1.164,-1.612,1
-1.268,0.8,1
-1.76,-1.02,1
0.336,-0.764,0
0.928,-1.264,1
-0.94,0.26,0
-1.456,-1.168,1
-0.464,-0.404,1
-0.596,-0.164,1
1.604,-1.048,0
0.956,1.172,0
1.748,-1.208,0
1.172,-0.636,1
-1.224,-1.236,1
1.836,-1.824,0
0.28,0.552,1
-0.808,-0.068,1
-0.792,1.148,1
0.072,0.696,1
-0.532,1.0,1
0.98,-1.668,1
1.816,-0.048,1
-1.824,-1.18,1
0.444,1.116,0
-0.316,-0.14,1
0.996,1.224,0
0.196,0.176,1
-0.304,-0.356,1
-0.276,0.608,0
-0.3,-0.44,1
1.148,-0.144,1
-1.188,1.068,0
0.256,-0.092,0
1.708,-1.452,0
-1.164,1.596,0
-0.54,-0.108,1
-1.928,-0.608,0
-1.132,0.976,1
-0.904,0.38,0
-0.672,-1.096,0
0.328,-1.732,1
0.984,1.904,0
-1.136,0.296,1
-0.54,0.372,0
-1.128,1.888,0
1.856,-0.28,1
1.76,1.5,1
0.516,0.904,1
-0.34,1.592,1
1.424,1.44,1
-0.988,0.344,0
1.34,-0.664,1
1.232,-0.512,1
1.256,0.828,0
-1.484,1.74,0
-0.108,-1.16,0
-1.692,0.172,1
-0.312,0.036,0
-1.46,0.54,1
-0.536,-1.944,0
1.508,1.972,1
1.532,-0.952,1
1.108,-1.62,0
0.384,-1.764,1
-1.064,-1.976,1
1.896,0.808,0
1.86,-1.484,0
0.288,-1.844,1
1.66,1.5,1
1.492,0.424,0
0.432,-0.48,0
1.74,0.752,0
-1.908,-1.876,1
0.652,-0.612,0
1.728,1.304,1
0.62,-0.112,0
0.688,0.12,1
1.676,-0.932,1
-1.872,1.572,0
-0.24,-0.22,1
1.98,0.344,0
1.412,-0.524,1
0.236,-1.192,1
-0.224,-1.344,0
0.964,-0.784,0
-0.996,1.112,1
-1.308,-1.056,1
-1.328,1.14,0
-0.568,-0.2,1
-1.916,1.488,0
0.928,-0.428,0
0.104,1.348,0
-1.62,0.924,1
1.248,-1.588,0
0.724,1.44,0
0.588,-0.812,0
-1.976,-1.036,1
1.092,0.592,0
-0.704,0.312,0
0.788,-1.968,1
1.316,1.152,1
-1.472,-0.292,0
-1.784,1.124,0
1.332,-1.88,0
-1.58,1.644,0
0.796,1.46,0
0.552,-1.2,1
1.276,0.04,0
-1.004,-1.472,1
-1.348,1.744,0
-1.32,-0.812,0
1.916,-1.3,0
1.636,-1.988,0
0.392,1.504,0
1.996,-1.84,0
0.416,-1.776,1
0.568,-1.868,1
1.496,-1.976,0
-0.78,1.312,1
0.416,-1.864,1
-0.236,-0.624,1
-1.372,0.42,1
-0.452,-0.876,1
-1.636,0.168,1
1.932,1.972,1
-0.888,-0.452,1
0.372,-0.18,0
-1.832,1.068,0
-0.368,1.644,1
-1.876,-1.376,1
-0.44,-0.04,1
-0.376,1.28,1
0.796,-1.524,1
-1.66,-1.48,1
-0.476,-1.144,0
1.156,0.696,0
1.288,-1.452,0
-1.26,-1.1,1
-0.688,1.692,1
1.372,1.752,1
0.092,0.368,1
-0.448,0.524,0
-1.248,0.792,1
1.428,-0.648,1
-0.54,-1.168,0
1.024,-1.624,0
-1.64,-1.72,1
-1.812,-0.22,0
-0.164,-1.896,0
-1.068,-0.792,0
-0.244,1.112,1
1.14,1.14,1
0.376,-1.236,1
1.4,-1.004,0
-1.428,0.528,1
-1.092,-0.88,0
0.672,-0.284,0
-0.732,-1.844,0
0.916,-1.176,1
-1.384,-0.624,0
-1.724,-1.992,1
-0.164,0.028,0
-0.748,-0.432,1
-0.296,-0.224,1
-1.468,-1.46,1
-0.348,-0.408,1
-0.144,1.576,1
0.348,-0.596,0
-0.688,1.44,1
0.528,1.904,0
0.48,-0.312,0
-0.192,1.884,1
-1.56,0.152,1
-1.696,-0.08,0
0.252,-0.056,0
-0.288,0.384,0
0.036,1.768,0
-0.976,-1.5,0
1.716,-1.68,0
1.904,1.8,1
1.568,0.344,0
-0.804,-1.416,0
-0.084,-1.576,0
-0.932,0.7,0
-1.664,-1.892,1
0.172,-0.416,0
-1.884,1.24,0
0.888,-0.564,0
-1.688,1.088,0
0.168,-1.968,1
0.18,-1.04,1
0.836,-0.032,0
0.42,1.868,0
-1.2,0.004,1
1.608,-1.836,0
0.912,0.62,1
-0.48,1.108,1
-0.956,-0.888,1
-1.648,1.74,0
-0.796,-1.048,0
0.588,-0.472,0
0.98,1.028,0
-1.32,0.812,1
1.172,0.02,0
-0.62,0.56,0
0.572,1.016,0
0.572,-1.512,1
-0.8,-1.136,0
1.864,-0.924,1
-1.396,-1.38,1
1.544,-1.636,0
1.708,0.716,0
-0.944,-0.332,1
-1.368,-1.712,1
0.06,1.312,0
-0.896,0.484,0
0.444,-1.544,1
-0.744,-1.868,0
0.74,1.856,0
1.352,1.336,1
1.568,0.344,0
1.94,1.096,1
-1.928,-1.98,1
-1.4,0.1,1
-0.252,0.288,0
-1.464,-1.968,1
-0.788,-0.388,1
-1.972,1.012,0
0.808,1.956,0
-0.264,-0.4,1
0.956,-1.0,0
-0.22,-0.724,1
1.996,1.584,1
-1.012,0.0,1
0.408,0.192,1
-1.94,0.9,1
-0.16,-1.176,0
0.264,0.196,1
1.648,-0.684,1
0.512,1.24,0
1.78,-0.8,1
-0.468,-0.88,1
-0.416,-1.528,0
1.208,-0.944,1
-0.776,-1.228,0
0.472,-1.476,1
-0.804,1.916,1
-1.132,1.38,0
-0.328,-1.432,0
1.976,-0.66,1
1.82,1.58,1
-1.22,0.616,1
0.98,1.42,0
-1.136,-1.608,1
0.96,-0.34,0
-1.76,0.276,1
0.024,0.344,1
-0.068,0.08,0
-1.572,1.376,0
0.12,0.488,1
-0.024,0.184,0
1.632,-1.236,0
0.624,1.208,0
0.544,-0.14,0
0.676,1.124,0
-1.032,-1.576,1
1.648,-0.728,1
0.352,-0.124,0
-0.86,-1.896,0
-1.464,1.756,0
1.312,1.988,1
-0.5,0.76,0
-0.576,-0.204,1
-0.544,-1.684,0
-0.424,0.732,0
1.368,0.544,0
1.78,-0.14,1
-1.256,-1.36,1
-0.808,1.98,1
1.244,-0.132,1
0.596,-0.324,0
-0.868,0.136,0
-1.928,-0.976,0
-1.004,0.288,1
0.296,-1.088,1
1.92,-0.216,1
1.224,-1.188,0
-1.876,-0.24,0
-1.876,1.188,0
-1.908,-1.544,1
-1.292,1.88,0
-0.304,1.096,1
0.008,1.7,0
-1.4,-1.004,1
-0.728,0.256,0
-1.912,0.144,1
0.848,-1.192,1
-1.06,1.556,0
-0.756,-0.032,1
1.924,-0.564,1
0.648,-0.908,0
0.272,-1.468,1
-0.22,0.832,0
1.844,-0.524,1
-1.848,1.868,0
-1.844,0.868,1
-0.172,0.396,0
-0.42,1.032,1
0.112,-0.472,0
0.756,-1.944,1
1.848,0.916,0
-1.496,0.912,1
-0.92,0.052,0
1.164,0.132,0
1.756,1.52,1
0.508,0.34,1
1.148,0.452,0
-0.124,1.272,1
1.636,-1.172,0
1.44,1.388,1
-0.8,0.824,0
-0.748,1.156,1
0.972,1.092,0
-0.796,0.92,0
0.188,-1.228,1
0.908,1.884,0
0.132,-1.796,1
-0.744,1.088,1
0.664,-0.92,0
1.724,1.128,1
-1.124,-1.624,1
0.32,0.944,1
1.46,0.24,0
-1.212,-1.412,1
0.944,-1.672,1
-0.008,-0.568,1
1.268,1.98,1
1.916,-1.488,0
-0.388,-1.668,0
-0.224,-0.312,1
-0.752,0.496,0
0.512,-1.288,1
-0.78,-1.452,0
0.512,0.084,1
-1.116,0.5,1
0.068,1.728,0
1.088,-0.28,1
0.968,-0.556,0
-0.1,0.996,0
0.46,-1.34,1
0.928,1.964,0
-1.756,-1.688,1
0.644,-1.74,1
-0.824,1.456,1
1.892,-0.32,1
-1.84,0.308,1
0.4,-0.164,0
-1.348,1.612,0
-0.912,0.724,0
-0.888,1.8,1
-0.368,1.1,1
0.244,1.408,0
0.776,-1.14,1
-0.344,1.848,1
0.896,1.032,0
-1.84,-1.516,1
-1.676,1.028,0
0.112,0.736,1
0.444,-0.852,0
0.216,-0.272,0
1.076,-1.948,0
0.532,-1.072,1
-0.528,-0.136,1
1.224,1.364,1
-0.252,1.388,1
0.756,1.484,0
0.64,-1.932,1
-1.764,-0.668,0
-1.232,0.796,1
-1.98,-1.244,1
1.992,0.164,0
-1.352,1.616,0
1.456,1.416,1
1.084,-1.604,0
-1.136,0.072,1
1.816,0.544,0
1.984,-1.232,0
1.944,-0.204,1
-1.596,1.956,0
-0.952,-0.824,1
1.788,0.076,0
0.08,-0.688,0
-0.008,0.188,0
0.932,1.024,0
0.784,-1.352,1
1.064,1.988,1
1.88,0.652,0
-0.052,0.044,0
0.212,-0.148,0
-0.42,1.136,1
0.852,-1.604,1
1.364,0.76,0
0.34,-0.836,0
-1.656,-0.476,0
1.828,-0.736,1
-1.688,-1.852,1
-0.452,-0.128,1
1.308,1.212,1
-1.904,-0.608,0
1.424,0.476,0
-0.736,1.524,1
-1.392,-1.632,1
-1.56,-1.712,1
-1.308,0.752,1
-0.332,1.572,1
-1.54,-0.908,0
0.284,-1.232,1
-0.532,-0.352,1
0.468,0.092,1
0.564,-1.92,1
-0.896,1.556,1
1.284,-0.868,1
-0.452,0.568,0
-0.772,-1.456,0
-0.536,-1.52,0
-1.5,0.14,1
-1.076,-0.872,0
0.432,-0.9,0
1.132,-1.88,0
-0.908,1.832,1
1.692,1.612,1
-1.088,-0.316,0
1.056,1.408,1
0.008,-0.972,0
1.784,1.712,1
0.072,-0.156,0
1.996,1.276,1
-1.88,-0.688,0
-0.52,0.4,0
0.74,1.896,0
-1.588,0.348,1
1.752,-0.416,1
-0.988,-0.688,1
0.932,-1.908,1
-0.272,-1.476,0
-0.848,1.332,1
1.524,0.984,0
1.44,-1.884,0
-0.88,0.872,0
0.856,-1.196,1
-0.584,-1.02,0
-1.276,-1.58,1
-0.376,1.948,1
0.968,1.232,0
0.456,-1.82,1
-1.432,-0.044,0
1.032,-1.592,0
-1.428,-0.436,0
1.132,-0.888,1
-0.948,-1.336,0
-0.468,-0.68,1
-1.936,-0.152,0
-1.06,-0.52,0
0.456,-1.124,1
-1.9,0.268,1
1.7,-0.212,1
0.94,1.484,0
0.656,-1.564,1
-0.948,-0.752,1
-1.384,1.12,0
-1.896,-0.564,0
-1.804,-1.476,1
-0.456,0.632,0
-0.968,1.864,1
-1.7,0.352,1
0.412,1.696,0
-0.94,1.92,1
0.412,0.088,1
-1.72,-1.268,1
0.0,1.112,0
1.968,1.388,1
0.828,0.088,1
1.264,1.124,1
-1.032,-0.124,0
1.9,-0.164,1
-0.52,-0.772,1
0.524,1.88,0
-0.1,-1.78,0
0.184,-1.328,1
1.82,1.72,1
1.304,-1.548,0
-1.756,-1.688,1
-1.688,0.22,1
-1.864,0.304,1
0.912,1.128,0
-1.064,-0.608,0
-1.3,-0.42,0
0.576,-0.056,0
-0.356,0.192,0
0.784,0.604,1
-1.864,-0.464,0
0.208,-0.204,0
-1.724,-1.748,1
0.948,1.588,0
1.608,-1.096,0
1.768,-1.444,0
0.728,0.288,1
-1.904,-1.416,1
1.38,-0.284,1
-0.204,-0.108,1
-1.332,0.856,1
-0.692,-0.648,1
-1.284,0.564,1
-1.424,0.176,1
-0.908,-1.352,0
-0.876,-1.116,0
1.78,-1.676,0
0.132,1.808,0
1.98,-0.924,1
-0.868,0.204,0
1.848,-0.34,1
1.732,-1.508,0
-0.368,0.148,0
0.164,1.616,0
0.532,0.268,1
-0.784,0.588,0
-1.924,1.996,0
-1.244,-1.264,1
1.476,-0.948,1
1.364,-0.68,1
-1.384,1.024,0
1.568,0.304,0
1.468,1.748,1
-1.04,0.272,1
1.74,0.472,0
1.972,-1.684,0
-0.032,1.028,1
-0.304,0.044,0
-0.848,1.144,1
1.852,1.108,1
0.048,-0.98,0
0.364,-1.832,1
-0.356,-1.336,0
1.172,1.332,1
0.576,-1.492,1
-0.292,0.884,0
1.428,0.924,0
1.592,0.684,0
0.568,-0.116,0
1.868,-1.16,0
-0.18,-0.096,1
-0.512,-1.856,0
0.412,-1.976,1
0.78,0.336,1
0.988,0.768,1
0.62,1.828,0
-2.0,-0.616,0
-1.208,-1.016,1
0.764,1.168,0
-0.612,1.432,1
1.988,-0.548,1
1.024,1.576,1
1.68,-1.496,0
-0.164,0.136,0
-1.416,-0.12,0
1.724,-0.308,1
0.744,-0.424,0
-1.144,-0.66,0
0.068,0.464,1
0.652,-0.908,0
-0.552,0.34,0
-1.352,-1.368,1
1.82,0.892,0
0.192,0.908,1
0.684,-1.296,1
1.876,-0.06,1
1.224,1.74,1
-1.424,-1.888,1
0.568,0.404,1
0.292,-0.32,0
0.512,-0.168,0
-0.528,-1.268,0
-1.252,-0.18,0
-0.7,-0.216,1
1.708,1.736,1
-1.016,0.688,1
1.092,0.56,0
1.144,0.32,0
-1.572,-1.372,1
-1.144,-1.772,1
-1.808,1.484,0
-0.548,1.188,1
-0.468,1.772,1
-1.288,-1.908,1
-1.952,-0.448,0
-0.832,-0.764,1
-0.884,-0.548,1
0.004,-1.28,1
-1.5,0.02,1
-1.22,-0.572,0
0.972,1.556,0
-0.092,-1.164,0
-1.78,1.16,0
0.372,-1.688,1
0.696,1.136,0
1.828,-0.42,1
1.288,-0.876,1
-0.876,-0.852,1
1.612,-0.284,1
-1.348,0.072,1
-1.904,-1.34,1
-0.376,1.656,1
-0.948,1.616,1
-1.512,-1.536,1
0.064,-1.356,1
-1.2,-0.256,0
1.044,1.796,1
1.176,0.156,0
-0.38,0.976,0
0.588,0.456,1
0.212,1.188,0
1.812,1.932,1
0.328,0.172,1
-0.628,-1.5,0
-1.172,-1.768,1
-1.248,-0.148,0
0.76,-0.432,0
-0.264,0.584,0
0.308,-1.352,1
1.4,0.896,0
0.356,-0.732,0
0.388,1.224,0
1.948,0.684,0
-0.22,0.524,0
1.668,1.576,1
-0.004,0.34,0
1.396,0.056,0
-1.252,-0.444,0
1.232,-0.148,1
-1.548,1.448,0
-0.74,1.4,1
-0.216,-0.492,1
-1.324,0.22,1
-1.356,-0.38,0
-0.58,0.384,0
-1.84,0.472,1
0.436,-0.712,0
0.908,-0.36,0
-0.732,0.696,0
0.296,-1.592,1
-1.16,-1.628,1
0.556,0.34,1
-1.636,-0.276,0
-0.8,-1.168,0
0.548,-1.424,1
-0.216,-1.928,0
1.184,0.584,0
-0.748,1.536,1
1.716,0.168,0
0.808,0.196,1
-0.12,1.224,1
-0.272,0.668,0
0.868,-0.632,0
-1.2,-0.496,0
1.464,0.888,0
-1.528,0.308,1
1.636,0.128,0
-0.132,-1.952,0
-0.872,-1.636,0
0.872,1.512,0
0.32,-0.512,0
-1.74,-0.7,0
0.332,0.388,1
-1.516,-0.272,0
1.604,0.136,0
0.016,-1.508,1
-1.404,0.712,1
1.84,0.544,0
0.808,-0.12,0
1.632,0.396,0
1.9,-1.436,0
1.608,-1.54,0
-0.796,0.148,0
1.204,1.668,1
0.312,1.44,0
0.76,-0.012,0
-0.4,-0.636,1
-1.96,-0.108,0
1.604,0.644,0
0.7,0.672,1
-1.276,0.26,1
1.272,-1.02,0
-0.288,-0.72,1
0.708,-1.388,1
-1.872,-1.032,1
-1.524,-1.232,1
-1.144,1.916,0
-1.252,0.94,1
-0.756,1.208,1
-0.86,1.576,1
0.096,-0.416,0
1.328,-0.888,1
1.312,1.564,1
1.356,0.332,0
-1.416,-1.864,1
-1.832,0.676,1
1.812,0.024,0
-0.716,0.348,0
1.36,-1.9,0
-0.64,-1.82,0
0.988,0.216,1
0.784,-0.86,0
1.208,-0.884,1
-1.584,-0.588,0
0.224,-0.236,0
1.116,-1.796,0
1.376,0.044,0
0.82,0.304,1
0.884,1.928,0
-0.8,0.144,0
0.592,-1.924,1
-0.432,-1.944,0
-1.932,-1.964,1
0.488,0.152,1
0.632,1.512,0
-0.156,0.684,0
-1.068,1.4,0
1.264,-0.02,1
1.784,1.612,1
-1.8,-0.264,0
-1.156,-1.76,1
-0.096,1.288,1
-0.996,-1.988,0
1.172,0.544,0
1.464,1.16,1
1.94,1.2,1
-1.512,0.732,1
-1.508,0.928,1
-0.156,1.184,1
-1.176,1.94,0
-1.1,1.276,0
-1.408,0.568,1
-1.24,0.792,1
-1.816,1.12,0
-1.44,-1.756,1
-1.236,0.228,1
1.464,0.16,0
1.188,-1.324,0
-1.132,1.72,0
0.488,-0.316,0
-0.932,1.412,1
-0.144,-1.524,0
0.46,0.096,1
-0.264,-1.808,0
-0.128,-1.324,0
-0.428,1.368,1
-1.236,0.544,1
-0.82,-0.5,1
-0.688,1.892,1
0.428,-0.436,0
-1.852,-0.368,0
-0.316,-0.392,1
-1.22,0.376,1
0.82,-1.144,1
-0.356,-0.48,1
1.012,-1.144,0
1.5,1.752,1
-1.328,-0.316,0
-1.648,-0.776,0
-0.968,0.532,0
0.768,1.084,0
-1.16,0.068,1
-1.216,-0.924,0
-0.348,0.416,0
-0.656,1.98,1
0.984,-1.728,1
-1.404,1.684,0
-0.004,1.244,1
1.952,-0.928,1
-1.728,0.22,1
-1.268,1.84,0
-0.752,-0.488,1
-0.688,1.896,1
1.924,-1.688,0
0.688,1.78,0
-0.356,-0.044,1
-0.136,0.572,0
-1.788,1.328,0
1.464,-0.828,1
1.492,0.26,0
1.728,-0.604,1
1.848,-0.168,1
0.232,0.176,1
0.444,1.508,0
0.5,-0.272,0
1.16,0.152,0
-0.972,-0.392,1
-0.424,-1.96,0
1.612,-1.568,0
1.764,0.348,0
-1.64,1.272,0
0.432,-1.304,1
-1.6,-1.676,1
-0.94,0.2,0
-0.092,-1.488,0
1.996,1.072,1
0.24,-0.812,0
1.708,1.048,1
-1.756,-1.552,1
-0.512,0.888,0
0.268,-0.324,0
-0.912,-0.232,1
-1.616,-0.484,0
-1.048,-1.336,1
1.912,-1.168,0
1.948,-0.22,1
-0.348,1.436,1
-1.452,1.64,0
-1.516,-1.452,1
-1.948,0.116,1
-1.552,-1.74,1
1.848,-0.976,1
1.836,-0.292,1
1.86,0.72,0
-0.788,0.68,0
-1.576,1.092,0
-1.516,1.144,0
1.588,-1.732,0
1.092,-0.916,1
1.62,-1.488,0
0.04,0.86,1
-1.708,-0.792,0
1.728,-0.564,1
0.292,1.48,0
1.936,-0.872,1
0.968,-1.284,1
1.752,0.692,0
-1.392,-1.644,1
-0.144,-1.072,0
-1.752,1.956,0
0.256,-1.684,1
0.372,1.268,0
-1.888,-0.164,0
-1.448,1.756,0
0.036,1.696,0
0.836,1.976,0
-0.42,-1.428,0
-0.648,0.82,0
-0.156,-1.216,0
-0.012,-0.328,1
1.544,0.656,0
-1.316,0.552,1
1.992,-1.628,0
0.56,0.908,1
0.908,1.804,0
1.896,0.748,0
-0.2,-1.744,0
1.152,-0.956,1
1.944,0.508,0
0.396,-0.96,0
1.584,-0.448,1
-1.804,-1.988,1
0.996,1.588,0
-0.836,-1.6,0
0.44,0.676,1
-1.388,-0.768,0
0.276,-0.648,0
-1.112,-1.456,1
1.344,-0.208,1
1.828,1.604,1
0.46,-1.02,1
-1.124,-1.928,1
-0.652,1.24,1
1.576,-1.516,0
-0.952,-1.3,0
1.16,-0.016,1
-1.012,0.356,1
-0.944,-0.724,1
0.14,1.48,0
-1.904,-1.864,1
-0.82,-1.816,0
1.328,1.848,1
1.628,1.352,1
1.656,-1.66,0
1.164,1.388,1
-0.304,-1.176,0
-1.116,0.272,1
-1.408,1.26,0
-0.868,-1.704,0
-0.04,-1.476,0
1.204,-1.208,0
-1.032,-0.556,0
-1.008,-0.9,0
-1.772,0.592,1
0.58,1.856,0
1.556,1.392,1
-1.692,-1.956,1
-0.536,-0.584,1
-1.328,-1.444,1
-0.012,1.036,1
0.46,0.448,1
-0.168,-0.1,1
-1.896,1.136,0
-1.5,1.076,0
1.724,1.544,1
0.828,1.9,0
-0.62,1.352,1
0.616,1.832,0
-1.7,0.804,1
1.96,-1.676,0
0.112,0.596,1
1.088,0.084,0
-0.244,-0.228,1
-1.32,0.74,1
0.664,0.628,1
0.592,-1.464,1
0.572,0.708,1
0.184,-0.5,0
-1.984,-0.408,0
-0.716,-1.732,0
1.08,0.428,0
0.172,1.54,0
-0.892,-0.712,1
1.86,1.82,1
1.216,-1.316,0
-0.116,1.064,1
-1.86,-1.564,1
-0.6,-0.512,1
-0.428,-0.828,1
-0.176,-1.096,0
-1.296,0.752,1
0.192,-0.14,0
0.064,-0.724,0
-1.096,-1.24,1
-1.268,-0.012,0
-0.38,-0.88,1
0.764,1.34,0
1.968,0.124,0
0.916,-1.5,1
-0.344,1.576,1
-0.86,-0.92,1
0.112,-0.376,0
-1.168,1.932,0
1.884,-1.412,0
-1.2,-1.344,1
0.02,1.248,0
0.044,-1.172,1
0.544,-0.32,0
0.164,0.828,1
0.192,-0.992,0
1.844,1.26,1
-1.416,1.52,0
-0.468,0.444,0
-0.696,0.408,0
-0.592,0.836,0
-0.624,1.072,1
-2.0,0.692,1
-0.684,-1.54,0
1.82,1.572,1
-1.04,-0.608,0
0.292,-1.912,1
1.156,-1.124,0
-1.484,1.096,0
-1.868,0.072,1
-0.5,-1.188,0
0.872,1.828,0
0.9,-1.328,1
-0.808,-0.364,1
1.74,-1.232,0
-1.152,-1.148,1
-0.284,-0.276,1
0.76,0.88,1
-0.584,-0.232,1
0.684,1.164,0
1.308,-0.484,1
1.668,-1.856,0
1.12,-1.484,0
-0.196,-1.492,0
1.068,-1.844,0
1.544,-0.6,1
-0.9,0.872,0
0.28,0.528,1
-1.224,-1.676,1
0.672,-1.128,1
-0.052,-1.74,0
1.404,-1.26,0
0.652,-1.348,1
-0.016,-0.352,1
-0.204,1.936,1
-1.84,-0.444,0
-0.648,-0.524,1
-1.488,1.076,0
1.296,1.064,1
0.912,1.5,0
1.08,-1.896,0
-1.328,1.648,0
-1.16,-1.26,1
-1.744,-0.504,0
0.316,-1.996,1
1.228,1.52,1
-0.388,1.584,1
-0.888,-1.528,0
-0.664,0.304,0
0.564,-1.388,1
0.908,1.0,0
1.864,1.524,1
1.924,-0.16,1
1.12,1.688,1
-0.38,1.228,1
0.084,0.132,1
-1.024,-0.68,0
0.78,-1.336,1
1.936,1.628,1
-1.308,-0.848,0
1.24,-0.94,1
1.868,-1.604,0
0.404,1.856,0
0.108,1.428,0
0.736,-1.86,1
1.024,0.288,0
-0.36,-1.304,0
0.552,-1.968,1
1.852,0.48,0
1.452,-0.616,1
0.268,1.168,0
0.496,0.744,1
1.048,1.9,1
-0.132,-0.92,1
1.652,-1.36,0
1.62,-1.616,0
-0.648,1.652,1
1.152,0.824,0
-1.948,0.296,1
-1.392,0.372,1
-0.756,1.696,1
0.656,-0.584,0
1.44,1.148,1
-0.412,0.672,0
0.512,-0.952,0
0.596,1.232,0
0.54,0.224,1
1.572,1.996,1
0.624,1.204,0
-1.324,-1.148,1
-1.492,0.544,1
-1.94,0.74,1
0.776,-1.964,1
1.14,0.392,0
-1.376,0.912,1
1.28,0.872,0
-0.492,0.828,0
-1.324,-0.344,0
1.824,1.184,1
-0.644,0.784,0
0.08,-0.016,0
0.132,1.068,0
0.588,0.572,1
1.176,0.776,0
1.592,-0.54,1
1.248,1.116,1
-0.392,0.816,0
0.848,1.308,0
-1.272,1.896,0
1.132,0.012,0
-0.092,-1.172,0
-0.576,1.304,1
0.576,0.864,1
-1.268,-0.216,0
0.728,1.828,0
1.9,-0.076,1
-1.992,1.468,0
-1.696,1.272,0
1.02,1.5,1
-0.368,-0.488,1
1.904,1.368,1
0.808,-0.1,0
1.612,-1.38,0
-1.7,0.792,1
0.564,-0.632,0
0.768,-0.968,0
-0.236,0.236,0
-1.36,0.368,1
0.948,-1.268,1
-1.544,1.384,0
1.508,-1.036,0
-0.956,-1.644,0
0.092,-1.992,1
0.008,1.704,0
0.796,-1.004,1
1.94,0.976,0
0.192,-1.976,1
0.484,-1.464,1
-0.336,-0.632,1
-1.472,-1.448,1
-1.264,-1.056,1
0.124,-0.596,0
0.44,1.528,0
-0.388,0.772,0
1.756,-0.528,1
1.992,0.528,0
0.116,-1.488,1
1.196,-1.18,0
-0.648,0.656,0
1.216,-0.024,1
0.972,-1.06,1
-1.848,0.6,1
0.02,0.328,1
0.296,0.412,1
-1.704,-1.444,1
1.832,0.412,0
-0.752,-0.376,1
-1.544,1.728,0
-1.204,1.004,0
1.132,1.612,1
-0.944,-0.612,1
-0.88,-0.636,1
1.144,-0.064,1
1.332,-1.528,0
1.14,-1.552,0
-1.532,-0.48,0
-0.756,0.644,0
0.52,-0.876,0
0.08,-0.164,0
1.924,-0.036,1
-0.468,-0.268,1
-1.556,1.412,0
1.312,0.228,0
-0.956,-1.38,0
-0.928,0.536,0
-0.82,-1.984,0
0.82,-1.952,1
-0.052,-1.832,0
1.724,-0.62,1
-1.084,-0.532,0
-0.512,-0.876,1
-0.64,-1.8,0
1.332,0.816,0
1.1,0.756,0
-1.452,-1.972,1
1.032,-0.704,1
-1.244,-1.452,1
-0.148,1.708,1
-0.536,1.584,1
-1.096,1.76,0
0.508,1.384,0
-0.276,-1.788,0
-1.916,-1.424,1
-1.804,-1.844,1
-0.28,1.1,1
0.52,-0.464,0
-1.888,-1.704,1
1.508,1.948,1
1.628,0.884,0
0.368,0.156,1
-1.028,1.276,0
0.692,-1.988,1
1.924,-0.736,1
0.384,0.356,1
-1.92,0.096,1
-1.06,-0.332,0
1.604,-0.52,1
1.976,-1.228,0
0.052,-0.928,0
-1.036,1.096,0
0.192,-0.372,0
-0.856,1.464,1
1.872,-0.116,1
0.944,0.408,1
-0.748,1.012,1
0.54,-0.044,0
1.74,-1.948,0
0.38,0.992,1
-0.64,0.52,0
0.924,1.324,0
-0.976,-1.592,0
-1.676,1.292,0
-0.192,0.932,0
-0.24,-0.584,1
-0.912,1.848,1
-0.856,0.512,0
1.372,1.136,1
-1.844,-0.668,0
-1.82,-0.824,0
1.824,-0.364,1
-0.512,-0.572,1
-1.152,-0.632,0
-1.492,-0.008,0
-1.508,0.712,1
-1.312,0.376,1
-0.84,-0.364,1
-1.264,-0.392,0
1.536,-1.096,0
1.228,1.588,1
0.844,-1.224,1
0.932,0.58,1
-0.416,-1.7,0
-1.9,-0.42,0
-1.192,1.68,0
-1.292,1.076,0
-1.476,-0.632,0
-0.568,-1.24,0
0.892,1.784,0
0.128,-1.332,1
-1.704,1.76,0
-1.548,0.288,1
-1.692,0.352,1
-0.9,1.864,1
-1.884,-0.012,0
-0.256,1.476,1
-1.184,0.692,1
-1.948,1.052,0
0.82,0.396,1
0.92,-1.824,1
0.924,1.78,0
0.752,1.852,0
0.196,1.068,0
0.748,1.188,0
-0.912,-0.664,1
-1.448,-1.924,1
1.612,-0.296,1
0.424,0.4,1
-1.544,-1.076,1
-1.228,0.396,1
-1.072,-1.264,1
-1.832,1.336,0
0.188,1.776,0
-0.692,-0.948,1
0.24,-0.092,0
-1.448,-0.828,0
-0.416,-1.572,0
-1.908,-0.252,0
0.992,1.24,0
-1.476,0.432,1
-1.004,-0.74,0
-0.292,-1.452,0
-0.184,0.26,0
0.188,-1.756,1
-1.464,0.208,1
-1.704,0.2,1
1.244,1.172,1
-1.192,-1.828,1
0.676,-0.34,0
-1.004,0.256,1
-1.708,-1.404,1
-1.644,-0.4,0
1.852,-0.568,1
-0.868,-0.528,1
-0.724,-1.108,0
-1.136,0.324,1
-1.048,0.064,1
-0.144,-0.844,1
